,existingAcctStatus,duration,creditHistory,purpose,creditAmount,savingsAccountAndBonds, presentEmploymentSince,installmentRatePercentage,sex,relationshipStatus,otherDebtors,residentSince,property,age,installmentPlans,housing,existingCredits,job,liableFor,telephone,foreignWorker,creditQuality
34,A13,11.998537200089004,A32,A42,1702.4973889456442,A61,A72,3.9911059388464043,F,divorced/separated/married/widowed,A101,1.0049398043442692,A122,35.489513579853465,A141,A152,0.9934425144360611,A174,1.0130123434676674,A192,A201,1
35,A12,40.50750800030521,A34,A43,4287.500823175458,A61,A72,3.9933851451297717,M,single,A101,1.9944522187805693,A122,24.004604061615012,A143,A152,2.0167749214454966,A172,1.0062353607458532,A191,A201,0
36,A14,42.0012342914692,A34,A46,5329.509676917645,A61,A73,1.008270960575985,M,single,A101,2.986650777880433,A124,28.487045303304875,A141,A153,0.9908023453127325,A173,1.0072887831736521,A192,A201,1
37,A13,16.49528270725806,A32,A43,1838.0129445015614,A61,A73,3.990843701662297,M,single,A102,2.0144594628840204,A121,33.99810695525962,A142,A152,1.0012157549370406,A173,1.0011812370988624,A191,A201,0
38,A13,9.503823443394062,A32,A44,1126.25171831357,A61,A73,1.5053286268089918,M,single,A101,1.987759925366948,A123,33.99810695525962,A143,A152,1.0051697291030077,A173,1.003332431762067,A192,A201,1
39,A12,8.491278381339363,A32,A43,409.0045278353409,A61,A73,3.985917760521097,M,single,A101,3.4965110843599083,A121,23.012007718426368,A143,A152,1.0137879115702906,A173,1.0007990605678416,A191,A201,1
40,A14,26.997611994659437,A32,A43,2099.4917744317013,A63,A75,3.9967453121995815,M,single,A101,1.0183577235470767,A123,27.503726778817587,A141,A152,1.0021040771219671,A174,1.0152435644755256,A191,A201,1
41,A12,11.486249166554298,A32,A43,1045.0086941274517,A63,A73,2.5032846267584397,M,divorced/separated/married/widowed,A101,1.0010240321023631,A123,24.500942297543766,A143,A152,1.0025026828161283,A173,0.9872896723271729,A192,A201,1
42,A12,16.495699863629525,A33,A45,5404.996694972441,A61,A73,1.4957511619901886,M,single,A101,4.000439113737736,A121,41.50176192784532,A143,A152,0.992884794104316,A172,2.0016583879815055,A192,A201,1
43,A11,26.991742049617145,A34,A41,5404.996694972441,A62,A74,0.9891138056453551,M,divorced/separated/married/widowed,A101,3.9976045187919143,A123,23.001309135734502,A143,A151,1.9898175794802904,A173,1.0017841958055864,A191,A201,1
44,A11,48.011344395063105,A34,A41,6688.002300986055,A61,A75,4.003628939012913,F,divorced/separated/married/widowed,A101,3.4955861260490417,A124,59.00110007180958,A142,A153,2.0167749214454966,A172,1.0026159393427176,A191,A201,0
45,A14,11.486249166554298,A34,A40,1597.502882100675,A61,A72,3.9950441853238354,F,divorced/separated/married/widowed,A101,4.00691778620396,A123,37.50224707408641,A143,A152,1.991254116013803,A174,0.9879829148367916,A191,A201,1
46,A14,32.999166996681915,A32,A43,2067.7493704195394,A63,A75,4.0113900063051355,M,single,A101,3.996858283805893,A123,36.00284390923116,A143,A152,0.9997704486280763,A173,0.9879829148367916,A191,A201,1
47,A11,6.508607212359254,A32,A41,1451.2593017641093,A63,A71,1.5055091089411206,F,divorced/separated/married/widowed,A101,2.0038809171952323,A122,24.993742826450266,A143,A151,1.0021040771219671,A171,1.508997262710786,A192,A201,1
48,A14,10.514263154605679,A34,A40,6688.002300986055,A61,A73,0.9944846261119442,M,single,A101,3.9976045187919143,A122,36.00604922566669,A143,A152,2.0113037378943908,A172,0.9851053957781599,A191,A201,1
49,A14,11.990943537194791,A32,A43,2339.2444506642837,A62,A73,4.008330392930956,F,divorced/separated/married/widowed,A102,1.98492705819192,A121,30.987739810242452,A143,A152,0.9985913879642286,A173,1.005692140513704,A191,A201,1
50,A12,24.00201100339332,A33,A42,2094.9964126384543,A65,A72,4.008554007251115,M,single,A101,2.0044940874883466,A122,26.497497443550948,A141,A152,0.9985913879642286,A172,1.0040589035951604,A191,A201,1
51,A12,25.50362054593902,A33,A41,5166.255239983171,A61,A75,0.9995782803686202,M,single,A101,2.0063734700663307,A123,27.505819506456614,A143,A152,2.004253101845075,A174,1.0050481349519589,A192,A201,1
52,A14,10.996494369995663,A32,A43,1176.9872052884218,A61,A73,2.9945227545593998,M,single,A101,2.0120582541025693,A123,23.990010149969525,A143,A152,0.9780224570242491,A173,1.0026159393427176,A191,A201,1
53,A14,16.500800996740573,A32,A41,3081.503465997712,A65,A73,1.999687796655257,M,single,A101,1.0072307109725838,A122,28.500776601425137,A143,A152,1.0088538600371348,A173,1.0101471230266985,A192,A201,1
54,A12,31.487064821745452,A33,A40,1992.5030533273555,A61,A75,3.989888191523498,M,single,A101,3.9977777290028422,A124,57.253181071760395,A141,A153,1.5000958582052517,A173,1.0052680001587175,A192,A201,0
55,A14,5.987360604953239,A31,A40,732.4980488441992,A65,A73,0.9970556171252222,M,single,A103,1.9974432330598257,A121,24.49835694479831,A142,A152,0.9791397958779309,A172,1.508997262710786,A191,A201,1
56,A12,11.992257288773418,A32,A43,5754.009260075533,A65,A71,1.986854362926613,M,single,A101,1.0023845082787368,A124,52.995631497956865,A143,A152,1.0067559989399397,A174,0.9876686927007723,A192,A201,0
57,A14,41.998394025468315,A34,A43,10241.996444821467,A61,A73,2.509804263321387,F,divorced/separated/married/widowed,A101,1.9916217560556935,A123,34.01528521497188,A142,A152,2.003912612225583,A173,1.0052981837691417,A191,A201,1
58,A13,19.491079618024067,A32,A40,2207.2521878436246,A61,A75,3.001719051757534,F,divorced/separated/married/widowed,A101,1.9885086028748065,A123,23.990010149969525,A143,A152,1.007768735851577,A174,0.996626591371155,A191,A201,1
59,A11,36.00180000280521,A34,A42,6763.005596782411,A61,A72,4.00105629364928,F,divorced/separated/married/widowed,A102,3.997194708488642,A124,24.749945054444307,A143,A151,1.994461219156805,A172,1.506262514407986,A192,A201,0
60,A12,8.988322003438372,A32,A49,1310.9884235362204,A61,A73,1.9991410192488446,M,divorced/separated/married/widowed,A101,1.00208669284138,A121,25.009296138151555,A141,A152,0.9785883275390157,A173,0.997031928861503,A192,A201,1
61,A12,13.505094716924889,A34,A43,1415.9944633553919,A65,A75,3.9891396271730066,M,single,A103,3.991321166641383,A121,49.50699125396741,A143,A152,2.0072154462888463,A173,1.0105017670989063,A192,A201,1
62,A12,31.500475455692225,A30,A49,1733.7515077358485,A61,A75,3.994485890722169,M,single,A101,4.001393427006727,A124,60.00752518715086,A143,A153,1.0048571271989006,A174,0.9890272567959312,A192,A201,0
63,A12,47.998356512902824,A30,A49,13732.005087220947,A61,A73,1.4889934244697516,M,single,A101,1.501837928980682,A123,23.984205555051062,A143,A152,0.9717561505930259,A173,0.9989625057269438,A192,A201,0
64,A14,25.495287562573385,A32,A43,3416.24855596394,A61,A72,3.9984088605693433,F,divorced/separated/married/widowed,A101,4.008232329488519,A122,28.50796032005058,A143,A152,0.9971314252856686,A173,1.5076605529121867,A192,A201,1
65,A14,25.75640447383688,A32,A45,4588.995710863257,A65,A75,3.490794020784951,M,single,A101,3.998436795791487,A122,46.49015544395384,A143,A152,3.995649824200191,A173,1.5099835747313777,A192,A201,1
66,A14,11.992517835821314,A32,A43,2449.4905435891533,A61,A72,2.5015305802474526,F,divorced/separated/married/widowed,A101,2.018022539777864,A123,32.49800666585723,A141,A152,0.9937822933484182,A173,1.0048545635623491,A191,A201,1
67,A12,11.998230070803722,A32,A40,919.5107095717885,A64,A73,3.4975038041064233,M,divorced/separated/married/widowed,A101,0.9952120223328436,A121,21.504618726709488,A143,A152,1.0100655612795044,A173,0.9885526244336178,A191,A201,1
68,A14,29.250638938476204,A32,A46,1610.7485073509188,A61,A73,4.0042660052551176,M,single,A101,4.008549132228575,A124,34.01528521497188,A142,A153,0.9933889242890461,A173,0.996445347520929,A192,A201,0
69,A14,36.000998953682426,A32,A43,2677.2421375805366,A65,A73,4.005097118477152,F,divorced/separated/married/widowed,A101,4.003377832754252,A123,27.495319055905934,A143,A152,0.9947756264135355,A173,1.0057517935997384,A191,A201,1
70,A14,39.00395548475574,A32,A41,8775.000556321676,A61,A73,1.4901727672769376,F,divorced/separated/married/widowed,A101,2.0079402144164895,A122,33.0046985138918,A141,A152,1.003904091851168,A173,1.0126212650933333,A191,A201,1
71,A14,6.508607212359254,A34,A43,697.2501567651506,A65,A75,4.00488555959968,M,single,A101,2.002395095446194,A122,43.99720237386222,A143,A151,1.4985013773275215,A172,1.002076819942808,A192,A201,1
72,A11,7.007481728040696,A34,A410,1049.0100230336361,A61,A75,2.990603457299432,M,single,A101,4.000920328663704,A124,51.4938042351315,A141,A153,1.9882819445622746,A174,1.5066637898313868,A192,A201,1
73,A12,44.990485643683456,A34,A49,6548.2517501238835,A61,A74,2.504228457670096,F,divorced/separated/married/widowed,A101,1.0183577235470767,A121,43.01009177372893,A141,A152,1.9982711566073563,A172,0.9908823648836134,A191,A201,1
74,A11,32.99421365862758,A32,A46,1747.4914761655766,A65,A75,4.001932254425956,M,single,A101,4.00691778620396,A124,37.00427946154856,A143,A152,1.001914208271055,A174,0.9910700519871977,A192,A201,0
75,A11,11.983466180555777,A34,A41,1405.2514814513931,A61,A75,4.008554007251115,M,single,A101,4.011738453080664,A124,65.99415731036498,A143,A153,1.9905017556562572,A174,0.9956777500078557,A191,A201,1
76,A11,39.00775030235547,A32,A43,3705.9989976970596,A61,A72,3.997625406157794,M,single,A101,3.496106470490214,A123,31.00515489826779,A143,A152,1.000686881581571,A173,1.0104355910274436,A191,A201,0
77,A12,10.499053418420942,A33,A43,4287.500823175458,A61,A74,1.4939728795661682,M,single,A101,3.999228169243868,A122,50.99301118464737,A143,A152,1.0131399530616632,A173,0.996871494396773,A191,A201,1
78,A14,53.99391922316367,A30,A41,8775.000556321676,A65,A73,2.011751719354584,M,single,A101,2.018022539777864,A122,35.989791038974545,A143,A152,1.0045966947847997,A172,1.5095358588098677,A191,A201,1
79,A12,27.01725425366857,A32,A42,3536.010186863695,A61,A72,2.0032334225612196,M,divorced/separated/married/widowed,A101,0.9994046986186422,A122,21.49402258827971,A143,A152,1.0160300113168974,A173,0.9931814998601557,A191,A201,1
80,A14,23.996887864539243,A32,A43,6445.506229568315,A65,A72,1.0072186780662253,F,divorced/separated/married/widowed,A101,1.0065081621403544,A123,45.50320215963638,A143,A152,2.000002791760687,A173,0.994266425249724,A192,A201,0
81,A14,13.501610334062796,A32,A43,1093.5034707629611,A63,A75,3.9988480386852054,M,single,A101,3.500033974615997,A122,45.50320215963638,A142,A152,0.9824516148739071,A173,1.0009261723407636,A192,A201,1
82,A14,19.50402419914515,A32,A49,1828.0010086273983,A62,A73,2.9980125041557137,F,divorced/separated/married/widowed,A101,3.989796327186179,A122,26.498426711483653,A143,A151,0.9995909120538549,A172,0.9936862957872395,A191,A201,1
83,A11,30.001782858330387,A32,A410,1992.5030533273555,A61,A75,3.9867676102378318,F,divorced/separated/married/widowed,A103,4.002574123375115,A121,58.99125135379117,A143,A152,1.5060963868737596,A172,1.0105017670989063,A192,A201,1
84,A11,9.50643399176262,A32,A43,2075.984342777841,A61,A75,3.000793931308837,M,single,A101,4.01704635570624,A121,52.50517114410461,A143,A152,1.0168327632894711,A172,0.992197797118457,A191,A201,1
85,A14,11.992257288773418,A34,A49,1640.7545535860654,A61,A73,3.9938234035315814,F,divorced/separated/married/widowed,A103,2.0067345739089415,A121,32.00862473605737,A143,A152,2.011567379124843,A174,0.9967237195098115,A192,A201,1
86,A12,20.998681679936574,A34,A42,1419.261266121307,A61,A72,4.000822731365423,F,divorced/separated/married/widowed,A101,0.9908988639595637,A122,29.496037626516998,A143,A152,1.992309466022053,A173,1.0016970787270392,A191,A201,1
87,A12,32.99684101834565,A32,A46,12102.994617676371,A62,A73,1.0072186780662253,M,single,A101,3.9987393756992864,A124,44.9869666404044,A143,A153,1.007199183245238,A173,1.5127098103210628,A192,A201,0
88,A11,16.509157502605838,A32,A40,2021.9997615032316,A62,A74,4.007545764917738,M,single,A101,2.997272096567129,A123,27.497488422162192,A143,A152,0.9924901529239507,A174,1.5076605529121867,A192,A201,1
89,A11,11.988830186668817,A30,A45,1017.4948066459574,A61,A74,4.006258718749689,M,single,A101,2.9909641074100497,A121,26.00622904231453,A143,A152,1.9961267269585634,A173,1.0045807470561123,A191,A201,0
90,A14,11.998965887636972,A34,A43,515.2474312831035,A61,A75,4.000822731365423,M,single,A101,4.013959645855132,A121,56.75087468691753,A143,A152,0.994187711610224,A173,0.9986692344371457,A191,A201,1
91,A11,11.992517835821314,A34,A41,1318.5035892970377,A61,A75,3.9888457050717596,M,single,A101,3.492197584581396,A121,54.49653111165139,A143,A152,1.0041253847998344,A173,1.0051556113063076,A191,A201,1
92,A14,11.999655659996542,A34,A43,875.5031341305876,A65,A75,3.991728748743524,F,divorced/separated/married/widowed,A101,2.5067213473180803,A122,35.50741739523052,A141,A152,1.5019570953664356,A172,1.9980374039130904,A191,A201,0
93,A13,20.99552889791372,A34,A42,3365.4965903124503,A65,A75,3.4915699663557733,M,single,A102,4.027430352353548,A124,19.500347672793424,A143,A151,1.9898175794802904,A173,0.9916879359636728,A191,A201,1
94,A12,11.994340214400292,A32,A40,1256.504694152737,A64,A75,4.005928721370841,M,single,A101,3.995742250079141,A121,54.49653111165139,A143,A152,0.9883658951842262,A173,0.9900846026914778,A192,A201,1
95,A12,49.507184144705775,A30,A49,17140.50768137721,A61,A72,2.5011483473948957,M,single,A101,4.005803597230093,A124,57.253181071760395,A143,A151,1.0053448452244016,A173,1.0060318741558407,A192,A201,0
96,A14,11.98584270136254,A34,A46,2266.5070537068505,A65,A74,4.007629674285109,F,divorced/separated/married/widowed,A101,1.9896800228598936,A123,62.00306282713319,A143,A152,1.0038087632255401,A173,1.5018101620735558,A191,A201,1
97,A12,17.999117362654967,A32,A49,2359.251172086202,A62,A73,4.0068683371376785,M,single,A101,4.014860923389401,A123,30.989974800249023,A143,A152,0.983982699833645,A173,1.0088580828371714,A191,A201,1
98,A12,36.00374814291696,A34,A43,2099.4917744317013,A61,A75,4.002780307364387,M,single,A101,4.000057355445878,A121,33.00851532896931,A143,A152,0.9969047542157254,A173,0.9871241918810509,A191,A201,1
99,A12,18.99520259538869,A33,A41,6489.50485049256,A65,A74,3.005600231612756,M,single,A101,4.000163114031244,A122,32.998293765511825,A141,A151,1.9882819445622746,A174,1.503907380923033,A192,A201,1
100,A14,23.99289272434126,A32,A40,1359.9916315111711,A62,A75,4.002959712327932,M,divorced/separated/married/widowed,A101,4.011254847920759,A121,38.007030866044076,A143,A151,1.0003113537137713,A172,0.9978790721080504,A191,A201,1
101,A12,32.994400522999165,A32,A43,2081.7496204691392,A61,A74,4.0042660052551176,M,single,A101,4.020348691052141,A123,23.008769153092125,A143,A151,1.0009383183985459,A173,1.0014144062234267,A191,A201,1
102,A14,6.006617718483013,A33,A43,1045.0086941274517,A61,A73,3.0061092286677704,F,divorced/separated/married/widowed,A101,1.997686590735852,A121,25.494678158730842,A143,A152,0.9905643710721268,A173,0.9882959408854894,A191,A201,1
103,A12,8.997730614572493,A34,A42,1686.7513815275508,A61,A74,4.002780307364387,M,single,A101,3.001178855110977,A123,31.98611008858795,A143,A151,1.0110825900585791,A173,0.9947941784194131,A192,A201,1
104,A14,11.99005845018609,A32,A41,2207.2521878436246,A65,A72,1.5031953816278831,M,divorced/separated/married/widowed,A101,3.994090017071196,A123,24.500942297543766,A143,A151,0.9791397958779309,A173,0.9852204313831783,A192,A201,1
105,A12,24.009910697060583,A34,A410,10980.004435652269,A61,A73,1.9979660945076345,M,single,A102,3.4970254229618623,A123,36.50156049915901,A143,A152,2.0073699774984486,A174,2.003665299885725,A192,A201,0
106,A14,16.49528270725806,A31,A40,5754.009260075533,A61,A75,1.9862133650483456,M,single,A101,4.011470343588458,A124,35.999024848565846,A141,A152,2.0091744004772734,A174,1.5003123304366115,A192,A201,0
107,A12,11.983466180555777,A32,A40,5263.990135037366,A61,A74,1.4915494291712048,M,single,A101,2.003733642601964,A123,29.00450877886714,A143,A152,1.0070494503339509,A173,1.0056081383129012,A191,A201,1
108,A11,26.996521521114673,A32,A42,8311.744985659283,A65,A72,0.9875062621693858,F,divorced/separated/married/widowed,A101,1.9842296036680502,A122,33.50075998490728,A143,A152,0.9903142588457364,A173,1.01349438546693,A192,A202,1
109,A12,13.004776847400265,A32,A49,1323.5030242140926,A63,A75,0.9756817605132656,M,divorced/separated/married/widowed,A101,2.4991266124197087,A121,32.25159394333962,A143,A152,1.003412824561594,A173,0.9876005255329366,A192,A201,1
110,A12,5.995967580758737,A33,A49,1352.4904758446876,A62,A75,1.248097358817754,M,divorced/separated/married/widowed,A101,2.005490322552232,A123,27.99582232207816,A141,A152,1.5029089668085445,A173,1.495373570372447,A191,A201,1
111,A13,16.500800996740573,A32,A46,488.50956796663013,A61,A72,3.9888457050717596,F,divorced/separated/married/widowed,A101,4.008860843524229,A122,23.99630191592511,A143,A151,0.9936064199830597,A173,0.9865275091358097,A192,A201,1
112,A12,16.493872412226253,A32,A40,5458.507629995952,A61,A74,2.5008833160841153,M,single,A101,3.0014643874612625,A121,25.9932661517539,A143,A151,1.0088538600371348,A172,0.9920817973135723,A191,A201,1
113,A14,39.7541668914311,A34,A40,8506.00946088588,A61,A73,3.9973160858068946,F,divorced/separated/married/widowed,A101,1.9905217539601168,A121,27.50182853953178,A142,A152,2.0025909142418534,A173,1.0090542680550543,A192,A201,0
114,A11,11.992517835821314,A32,A43,1522.749757433896,A63,A75,2.496369459511237,M,divorced/separated/married/widowed,A101,1.0031518153548944,A121,32.00647271472407,A143,A152,1.003775331827292,A173,1.0163414976888903,A191,A201,1
115,A14,48.011344395063105,A34,A43,3297.261442122168,A65,A75,4.001363738745766,M,single,A101,0.9888366018984786,A121,45.50934977929485,A143,A152,1.0012157549370406,A173,0.9855321715890413,A192,A201,1
116,A11,44.99718084303591,A32,A43,7468.498693849344,A65,A74,4.007545764917738,F,divorced/separated/married/widowed,A101,2.99670542978381,A123,32.99095854385357,A143,A152,0.9964572723865229,A174,1.0070096597848779,A192,A201,0
117,A11,10.996494369995663,A34,A42,2395.4933481156277,A65,A72,1.9991410192488446,F,divorced/separated/married/widowed,A102,3.0052304413545787,A121,29.50623354261983,A143,A151,1.9893515646595796,A173,1.0106884342993832,A191,A202,1
118,A11,34.50233043363994,A34,A42,5051.990464606799,A63,A73,1.5053286268089918,F,divorced/separated/married/widowed,A101,3.494162971489491,A123,24.49065077710138,A143,A152,2.0012695481758183,A173,0.9784103061926892,A191,A201,0
119,A12,12.003030914714067,A34,A40,2131.7460824395253,A63,A74,2.9972944552928835,M,divorced/separated/married/widowed,A101,2.995653611923289,A123,32.50728543419673,A143,A152,1.001914208271055,A174,0.9992899876880771,A192,A201,1
120,A11,22.498088701798153,A32,A43,2067.7493704195394,A61,A73,2.996687064833469,F,divorced/separated/married/widowed,A101,2.0202678654172974,A121,27.004015774114993,A143,A152,1.9934224202547608,A173,1.5006777801645284,A192,A201,0
121,A14,24.000791131690903,A34,A41,4384.756229278108,A61,A75,3.996940792792442,F,divorced/separated/married/widowed,A101,2.005628170875931,A123,43.005003610634645,A143,A151,2.0142207496358653,A174,1.0055485829686241,A192,A201,1
122,A14,12.000702007189506,A32,A42,1578.0011895575144,A61,A73,2.504228457670096,M,single,A101,1.99756467070846,A121,23.012007718426368,A143,A151,0.9977958763038061,A172,1.006340832913544,A191,A201,1
123,A13,9.999325373788901,A34,A40,732.4980488441992,A61,A75,4.007314102881407,M,single,A101,3.9949192332075167,A124,62.00306282713319,A143,A153,2.0018111294461773,A173,1.00063584811901,A192,A201,1
124,A12,19.499333624739197,A32,A42,2153.9944740193287,A65,A72,3.9988480386852054,F,divorced/separated/married/widowed,A101,2.999736333583418,A121,29.999677667099736,A143,A151,1.5000958582052517,A173,1.002076819942808,A191,A201,0
125,A11,11.990943537194791,A34,A40,1856.9956453995433,A61,A73,3.9988480386852054,M,single,A101,1.5035840909289693,A122,27.495319055905934,A143,A152,2.008000294896492,A173,1.0116580911086863,A191,A201,1
126,A11,11.989212369415895,A32,A43,656.4954658052225,A61,A73,3.999592275083436,M,divorced/separated/married/widowed,A101,1.9926248061525542,A121,37.00816282243645,A143,A152,1.0003113537137713,A172,1.0163414976888903,A191,A201,1
