,existingAcctStatus,duration,creditHistory,purpose,creditAmount,savingsAccountAndBonds, presentEmploymentSince,installmentRatePercentage,sex,relationshipStatus,otherDebtors,residentSince,property,age,installmentPlans,housing,existingCredits,job,liableFor,telephone,foreignWorker,creditQuality
30,A12,17.995818843410888,A32,A49,1680.9930051458953,A64,A72,3.000967722868049,M,divorced/separated/married/widowed,A101,3.502901216848943,A121,32.99602266144571,A141,A152,1.0052153796869,A173,1.0126465219151481,A192,A201,1
31,A11,24.000810881491432,A32,A42,3756.001310781143,A61,A73,1.9991995787872725,M,single,A101,2.0008683208512443,A123,24.75086348133975,A142,A152,1.0060213337720991,A173,1.0047956428959197,A191,A201,1
32,A12,17.992573844649016,A32,A40,5086.995019733014,A62,A73,1.4890248700592807,M,single,A101,1.9913919810096137,A123,27.50120448192034,A143,A152,2.006618260613499,A173,1.0099002997285178,A192,A201,1
33,A14,11.98360556762751,A34,A49,1181.005369121916,A65,A75,4.003848880491386,M,single,A101,4.005189559084928,A124,57.00025094175953,A143,A151,0.9915342767863482,A172,1.0021777895010868,A191,A201,1
34,A13,12.004657223308518,A32,A42,1702.5174739516149,A61,A72,4.015293263031759,F,divorced/separated/married/widowed,A101,0.9917218172205422,A122,35.50271750596086,A141,A152,1.0004974700349232,A174,1.013080727659021,A192,A201,1
35,A12,40.503749377036605,A34,A43,4287.50505960647,A61,A72,4.013256097155464,M,single,A101,1.9910220519808328,A122,23.990671458401373,A143,A152,1.5031679333437178,A172,1.0021777895010868,A191,A201,0
36,A14,47.99192147041218,A34,A46,5329.49753833764,A61,A73,0.9961727447255073,M,single,A101,2.997927165956006,A124,28.50029072659483,A141,A153,0.998230865378958,A173,0.9952186552665816,A192,A201,1
37,A13,16.504675771227973,A32,A43,1838.012296621475,A61,A73,3.4922788565895093,M,single,A102,2.0062697303338237,A121,34.00799001660894,A142,A152,0.9885684060748238,A173,0.9977518446139946,A191,A201,0
38,A13,9.252675482370288,A32,A44,1126.2496931838757,A61,A73,1.999763934808434,M,single,A101,1.5064565835365786,A123,34.50213307455542,A143,A152,0.9935954343433873,A173,1.0050199955933383,A192,A201,1
39,A12,8.997860810987586,A32,A43,409.0067662455224,A61,A73,3.9896657226740526,M,single,A101,2.9940408196515644,A121,22.995269808237722,A143,A152,1.00140553619589,A173,0.9962527821870044,A191,A201,1
40,A14,26.997769525332433,A32,A43,2099.49605378657,A63,A75,3.9915253351382747,M,single,A101,1.993038332810615,A123,27.513004489508127,A141,A152,1.0126357548566454,A174,1.0129137369922572,A191,A201,1
41,A12,11.494115853532985,A32,A43,1044.9973250010262,A63,A73,3.001410698496568,M,divorced/separated/married/widowed,A101,1.0068154054810883,A123,24.494041428584524,A143,A152,0.9876942398934052,A173,1.0004761772481108,A192,A201,1
42,A12,17.996420318523665,A33,A45,5404.995714269124,A61,A73,1.999763934808434,M,single,A101,4.021255530190711,A121,41.49752413372851,A143,A152,0.9824146594048478,A172,1.507791682846586,A192,A201,1
43,A11,27.000118729059267,A34,A41,5404.995714269124,A62,A74,0.9956544032125229,M,divorced/separated/married/widowed,A101,4.011375039089593,A123,23.00555900997888,A143,A151,1.5054083787930828,A173,0.9987925912622162,A191,A201,1
44,A11,47.99858733861787,A34,A41,6688.003937315338,A61,A75,3.9915253351382747,F,divorced/separated/married/widowed,A101,4.0014964550538,A124,59.00404951285768,A142,A153,2.003582291124334,A172,1.0155395413031745,A191,A201,0
45,A14,11.500727606761552,A34,A40,1597.4934113614772,A61,A72,3.9988617210531814,F,divorced/separated/married/widowed,A101,3.999256085428537,A123,37.99962452689243,A143,A152,1.9999467886797975,A174,1.0039916681541208,A191,A201,1
46,A14,33.00512671953432,A32,A43,2067.7581255473256,A63,A75,4.025254029107929,M,single,A101,4.000671626210348,A123,35.99154916624248,A143,A152,0.9890520044565532,A173,1.0030959913680033,A191,A201,1
47,A11,6.009391472002049,A32,A41,1451.2443228547345,A63,A71,0.9749871121538143,F,divorced/separated/married/widowed,A101,1.9949847752222183,A122,24.988691623770116,A143,A151,0.999302834298323,A171,1.5045749047691994,A192,A201,1
48,A14,10.501100219307174,A34,A40,6688.003937315338,A61,A73,0.9923234530671401,M,single,A101,4.020538136250822,A122,35.99609883854889,A143,A152,2.0097702284561167,A172,0.9986677212280115,A191,A201,1
49,A14,12.00422594054395,A32,A43,2339.2538233035825,A62,A73,3.986097044670869,F,divorced/separated/married/widowed,A102,1.9913919810096137,A121,31.504616967184283,A143,A152,1.5009518200909313,A173,1.001829951234143,A191,A201,1
50,A12,20.99666749938335,A33,A42,2094.9936998247767,A65,A72,4.004828505494062,M,single,A101,1.9924707396903834,A122,26.497131370661485,A141,A152,0.9706825202390637,A172,0.9934912460063727,A191,A201,1
51,A12,25.507154283800197,A33,A41,5166.254148941999,A61,A75,0.9933873234873745,M,single,A101,2.0119680434314833,A123,27.00655380125188,A143,A152,2.00055994009981,A174,0.9924750272858778,A192,A201,1
52,A14,11.992414847565332,A32,A43,1177.004586832889,A61,A73,2.498496102505002,M,single,A101,2.0057798912806817,A123,24.006534520861287,A143,A152,0.997852371850825,A173,0.9983235346825784,A191,A201,1
53,A14,17.99735433929098,A32,A41,3081.498843248646,A65,A73,1.5010418321354964,M,single,A101,1.0007988806974126,A122,28.00295557314717,A143,A152,1.0117912461443734,A173,1.0117591638756025,A192,A201,1
54,A12,33.00323941767749,A33,A40,1992.491223607273,A61,A75,4.003848880491386,M,single,A101,3.998639207799444,A124,57.00025094175953,A141,A153,2.010876813469766,A173,1.0016316226789432,A192,A201,0
55,A14,6.014497268324352,A31,A40,732.4957465074376,A65,A73,0.9990702956379371,M,single,A103,1.9949847752222183,A121,24.505091276833745,A142,A152,0.9974615996696503,A172,1.5118578584626232,A191,A201,1
56,A12,11.987303324409975,A32,A43,5753.999183745103,A65,A71,2.0076449946664177,M,single,A101,1.0145079262583407,A124,52.492029087913195,A143,A152,0.989260103852458,A174,1.004466736639937,A192,A201,0
57,A14,37.50565760449217,A34,A43,10242.002658374837,A61,A73,1.9973287220151994,F,divorced/separated/married/widowed,A101,2.0016924615534935,A123,33.99900321561147,A142,A152,1.9969545657269814,A173,0.9893452840517272,A191,A201,1
58,A13,19.49925848977518,A32,A40,2207.2413962940373,A61,A75,3.4908437019004097,F,divorced/separated/married/widowed,A101,1.9958216553821058,A123,24.50167556929967,A143,A152,0.9935954343433873,A174,0.9934912460063727,A191,A201,1
59,A11,36.007031709634994,A34,A42,6762.997537908521,A61,A72,3.9919324937020666,F,divorced/separated/married/widowed,A102,3.49358090822015,A124,24.006534520861287,A143,A151,1.9947543245843122,A172,1.012989613377026,A192,A201,0
60,A12,9.003705490043243,A32,A49,1311.0080016779689,A61,A73,1.5025213278483718,M,divorced/separated/married/widowed,A101,0.9986455286213587,A121,25.500873952550286,A141,A152,1.0048954510701558,A173,1.006965331489853,A192,A201,1
61,A12,14.992467162029168,A34,A43,1415.9932971306903,A65,A75,4.0058539965113695,M,single,A103,3.9917419431022907,A121,49.49533684241271,A143,A152,2.003582291124334,A173,0.9799660671424242,A192,A201,1
62,A12,34.5068886072949,A30,A49,1733.745544303529,A61,A75,3.996674223924581,M,single,A101,3.9938774315701546,A124,59.99977851537653,A143,A153,0.9972390297484502,A174,0.9928581204755587,A192,A201,0
63,A12,48.000452630989315,A30,A49,13731.992414877925,A61,A73,2.005169088201586,M,single,A101,2.003644458834038,A123,24.006534520861287,A143,A152,0.9840174654592401,A173,0.9927068722819663,A192,A201,0
64,A14,24.00220648223231,A32,A43,3416.2455864236817,A61,A72,3.992832824031338,F,divorced/separated/married/widowed,A101,3.994750306707173,A122,28.50657000095684,A143,A152,1.0024466138971295,A173,1.0029153153001114,A192,A201,1
65,A14,25.503271300423023,A32,A45,4589.007646837014,A65,A75,3.494367497427373,M,single,A101,4.01287585089622,A122,46.494969616170664,A143,A152,3.7489662926645826,A173,1.5112748441553363,A192,A201,1
66,A14,12.000070460575845,A32,A43,2449.502661078169,A61,A72,2.0109976982149984,F,divorced/separated/married/widowed,A101,2.016364467620438,A123,32.49888553128204,A141,A152,0.9998185025934432,A173,0.996806118494032,A191,A201,1
67,A12,12.010619895865837,A32,A40,919.5066144824466,A64,A73,3.995505661765299,M,divorced/separated/married/widowed,A101,0.9953022415511189,A121,21.00818094776011,A143,A152,1.0031571263011874,A173,1.0050755270660692,A191,A201,1
68,A14,36.00419558115587,A32,A46,1610.7503139562227,A61,A73,3.499064800474738,M,single,A101,4.008099092416845,A124,34.50213307455542,A142,A153,0.9989998343051277,A173,1.0117591638756025,A192,A201,0
69,A14,37.49544638316608,A32,A43,2677.223571810691,A65,A73,4.011151699720875,F,divorced/separated/married/widowed,A101,4.015293908788111,A123,27.49900329400748,A143,A152,1.017557077036947,A173,0.9925462466625519,A191,A201,1
70,A14,41.99922852110893,A32,A41,8774.997548403822,A61,A73,1.0037031515413732,F,divorced/separated/married/widowed,A101,2.0119680434314833,A122,32.99671270065326,A141,A152,1.5058579493858164,A173,0.9882216499777823,A191,A201,1
71,A14,6.500370813448738,A34,A43,697.2536579709036,A65,A75,4.002570623227907,M,single,A101,2.003971935600439,A122,43.99507742392211,A143,A151,1.501652867317751,A172,0.9993762483853694,A192,A201,1
72,A11,7.0166670056704,A34,A410,1049.0052514199338,A61,A75,2.4995026030463903,M,single,A101,3.999256085428537,A124,51.49868370864888,A141,A153,1.9961884538326018,A174,1.4974277082880247,A192,A201,1
73,A12,44.99926954726841,A34,A49,6548.2557427305655,A61,A74,2.4992874074130307,F,divorced/separated/married/widowed,A101,1.0007988806974126,A121,42.99236025995207,A141,A152,1.9925823658723787,A172,1.5043076100514141,A191,A201,1
74,A11,32.99258553768955,A32,A46,1747.4883907744702,A65,A75,3.993982367726952,M,single,A101,4.00086497187405,A124,36.99017683324157,A143,A152,0.9878450721388281,A174,1.0080906642123586,A192,A201,0
75,A11,10.99703569439716,A34,A41,1405.2602945057429,A61,A75,4.002570623227907,M,single,A101,3.9876952245950923,A124,65.25240884413645,A143,A153,1.9839522948497241,A174,1.0101970693503177,A191,A201,1
76,A11,39.00673076344087,A32,A43,3706.001392707816,A61,A72,4.015293263031759,M,single,A101,3.502901216848943,A123,30.98720632586791,A143,A152,1.003115367183851,A173,0.98763204820299,A191,A201,0
77,A12,10.507925154148548,A33,A43,4287.50505960647,A61,A74,1.9991995787872725,M,single,A101,4.006645550941801,A122,51.49868370864888,A143,A152,1.0196132298484777,A173,1.0063606291152887,A191,A201,1
78,A14,49.50275143701705,A30,A41,8774.997548403822,A65,A73,1.4947506060005709,M,single,A101,1.9904241272430503,A122,36.49521300716955,A143,A152,0.993875660932251,A172,1.4968701621886495,A191,A201,1
79,A12,27.004320493170404,A32,A42,3500.499507139044,A61,A72,1.5025213278483718,M,divorced/separated/married/widowed,A101,0.984313512227107,A122,21.005814488018103,A143,A152,1.0082208125563974,A173,1.000766752865403,A191,A201,1
80,A14,27.0038646691415,A32,A43,6445.492535187508,A65,A72,0.994952177654575,F,divorced/separated/married/widowed,A101,0.9816974804558904,A123,45.50164523611193,A143,A152,2.003656459114205,A173,1.0049774327328742,A192,A201,0
81,A14,14.002915817042986,A32,A43,1093.500121615222,A63,A75,4.013474992384555,M,single,A101,3.018514454062019,A122,45.50164523611193,A142,A152,1.0033160573395992,A173,1.009697495919079,A192,A201,1
82,A14,17.98800700804958,A32,A49,1827.9920750698852,A62,A73,3.499064800474738,F,divorced/separated/married/widowed,A101,4.004926081714698,A122,26.00384388038085,A143,A151,1.507723173164435,A172,0.9970970887856766,A191,A201,1
83,A11,27.001182070084052,A32,A410,1992.491223607273,A61,A75,4.002201045530168,F,divorced/separated/married/widowed,A103,3.9969442788217626,A121,59.497486399248444,A143,A152,0.9972390297484502,A172,0.9989319299119285,A192,A201,1
84,A11,10.007050709264403,A32,A43,2075.990780730104,A61,A75,2.9995517939348404,M,single,A101,3.993615640127402,A121,53.00190413982329,A143,A152,0.9983164090146766,A172,0.9793760137765622,A191,A201,1
85,A14,11.98360556762751,A34,A49,1640.7522670031008,A61,A73,4.006905807257116,F,divorced/separated/married/widowed,A103,1.9984927209752619,A121,31.984474953970462,A143,A152,1.9911995255048303,A174,1.0121776429045637,A192,A201,1
86,A12,18.00241840058408,A34,A42,1419.2500753409233,A61,A72,4.002927796720606,F,divorced/separated/married/widowed,A101,1.4958765865316126,A122,29.505758024975904,A143,A152,2.015595203202057,A173,0.9799660671424242,A191,A201,1
87,A12,33.00323941767749,A32,A46,12103.014044200223,A62,A73,1.0042683311109284,M,single,A101,4.000671626210348,A124,44.98845347922136,A143,A153,0.9983164090146766,A173,1.5136714293320779,A192,A201,0
88,A11,18.004838688203908,A32,A40,2021.99616497502,A62,A74,3.996197827311092,M,single,A101,3.00227340058637,A123,27.49523756079096,A143,A152,0.9934006543116753,A174,1.5121866648194415,A192,A201,1
89,A11,11.992414847565332,A30,A45,1017.5024910769107,A61,A74,4.013981148758346,M,single,A101,3.0037840358890233,A121,25.99877725067465,A143,A152,2.0050687377016274,A173,0.9947685566743063,A191,A201,0
90,A14,11.98360556762751,A34,A43,515.2452435619832,A61,A75,3.9989709036340093,M,single,A101,3.994750306707173,A121,56.74685026298836,A143,A152,0.9876942398934052,A173,1.0050199955933383,A191,A201,1
91,A11,11.9998532648899,A34,A41,1318.501293262564,A61,A75,3.9947440781407884,M,single,A101,3.49931232983991,A121,54.50385329042645,A143,A152,0.9917493860140443,A173,1.0072067268995333,A191,A201,1
92,A14,11.996145787344464,A34,A43,875.4955426079157,A65,A75,3.998787533739387,F,divorced/separated/married/widowed,A101,2.982121776923444,A122,35.99928217803935,A141,A152,1.005744628570385,A172,2.0022382054505696,A191,A201,0
93,A13,21.0036837234438,A34,A42,3365.505634001989,A65,A75,4.010315811547796,M,single,A102,4.018397269150943,A124,20.251404168677666,A143,A151,2.0023753007307965,A173,0.9976112349033257,A191,A201,1
94,A12,11.993165472565032,A32,A40,1256.4992486319516,A64,A75,3.9896657226740526,M,single,A101,4.00254114878985,A121,54.50385329042645,A143,A152,1.0037202488594879,A173,1.0001390619816855,A192,A201,1
95,A12,53.99015354303953,A30,A49,17140.49747013498,A61,A72,2.5053522077473867,M,single,A101,3.9929589778417336,A124,58.004786597467074,A143,A151,1.0048559546853837,A173,0.9970970887856766,A192,A201,0
96,A14,11.997660191602218,A34,A46,2266.499071940996,A65,A74,3.9999379153452495,F,divorced/separated/married/widowed,A101,1.9872320045587955,A123,62.001546234891194,A143,A152,0.9942699928699991,A173,0.9950359849490138,A191,A201,1
97,A12,18.003591673503195,A32,A49,2359.240463838227,A62,A73,3.495655932671895,M,single,A101,4.004167993481902,A123,31.000966543083365,A143,A152,0.9785809746130969,A173,1.0135319967768237,A191,A201,1
98,A12,32.993815945032374,A34,A43,2099.49605378657,A61,A75,4.004317397484405,M,single,A101,4.003571027396875,A121,32.99602266144571,A143,A152,0.9960012487601303,A173,0.9966511453658616,A191,A201,1
99,A12,18.99674847670014,A33,A41,6489.51248769492,A65,A74,2.99467760819506,M,single,A101,3.988086011559391,A122,32.98803691867791,A141,A151,1.9895587181588592,A174,1.4930273776740044,A192,A201,1
100,A14,23.000248400985388,A32,A40,1360.0081937761734,A62,A75,3.9915253351382747,M,divorced/separated/married/widowed,A101,4.001817988581788,A121,38.00151761532991,A143,A151,0.9965088545149254,A172,1.0075093925137133,A191,A201,1
101,A12,33.00512671953432,A32,A43,2081.7487221339015,A61,A74,3.994607069936662,M,single,A101,4.00086497187405,A123,23.00269736446404,A143,A151,1.0174542390923125,A173,1.0025537796212651,A191,A201,1
102,A14,6.500370813448738,A33,A43,1049.0052514199338,A61,A73,3.010655577746305,F,divorced/separated/married/widowed,A101,1.9904241272430503,A121,25.993568744385513,A143,A152,1.0130806306883362,A173,1.0017425122459862,A191,A201,1
103,A12,7.989398951304143,A34,A42,1680.9930051458953,A61,A74,3.987894314832287,M,single,A101,3.011281826391698,A123,31.98887822170365,A143,A151,1.0045799264007793,A173,0.9988661850224925,A192,A201,1
104,A14,12.000317157679813,A32,A41,2207.2413962940373,A65,A72,1.5017762958745966,M,divorced/separated/married/widowed,A101,3.9951941862290883,A123,24.49220160794394,A143,A151,1.0085703932391137,A173,1.0008273462282054,A192,A201,1
105,A12,24.008409278565317,A34,A410,10980.006946060636,A61,A73,2.002236324240145,M,single,A102,3.5049628086033486,A123,36.0104518583263,A143,A152,2.0008494866069912,A174,1.5063704057059168,A192,A201,0
106,A14,16.499675561080814,A31,A40,5753.999183745103,A61,A75,1.498971803689884,M,single,A101,3.9887489553901734,A124,36.001309273692115,A141,A152,1.9931534669293127,A174,1.5069980249937278,A192,A201,0
107,A12,12.002263899334952,A32,A40,5263.997563544717,A61,A74,2.0029515584300146,M,single,A101,2.009260712166773,A123,29.00432296214185,A143,A152,0.9933050244813475,A173,0.9955677678440265,A191,A201,1
108,A11,24.505796270116075,A32,A42,8311.751666415601,A65,A72,0.991792404305265,F,divorced/separated/married/widowed,A101,2.0004412639103784,A122,32.99753419852942,A143,A152,1.0041146255664528,A173,1.0135319967768237,A192,A202,1
109,A12,13.008701775079032,A32,A49,1323.4972813628287,A63,A75,0.991792404305265,M,divorced/separated/married/widowed,A101,1.9949847752222183,A121,31.98887822170365,A143,A152,0.9914102370903078,A173,1.000766752865403,A192,A201,1
110,A12,5.995329433834904,A33,A49,1352.4965820956802,A62,A75,0.9937045389321209,M,divorced/separated/married/widowed,A101,1.9999122036415455,A123,28.00295557314717,A141,A152,2.0070796294793887,A173,1.997696696643932,A191,A201,1
111,A13,16.500685907475052,A32,A46,488.4906510679366,A61,A72,4.010315811547796,F,divorced/separated/married/widowed,A101,4.001992912209716,A122,24.497355615875385,A143,A151,0.9939716591650574,A173,1.014905602302424,A192,A201,1
112,A12,18.00099355898064,A32,A40,5458.495297931964,A61,A74,3.01240944048065,M,single,A101,2.9837554253111485,A121,26.005137195147455,A143,A151,0.9987111823434958,A172,0.9870990948181433,A191,A201,1
113,A14,39.001392824834966,A34,A40,8506.014388022582,A61,A73,3.991279003881184,F,divorced/separated/married/widowed,A101,1.9999122036415455,A121,27.50480272721059,A142,A152,1.9995372143354573,A173,1.0036492601116755,A192,A201,0
114,A11,11.997213297439812,A32,A43,1522.7657584679037,A63,A75,2.50444157133532,M,divorced/separated/married/widowed,A101,0.9998297996517413,A121,31.99020438955975,A143,A152,1.0174542390923125,A173,0.991667478456557,A191,A201,1
115,A14,47.98961093915091,A34,A43,3297.244628288935,A65,A75,3.9978222059444315,M,single,A101,1.0019514188314713,A121,45.4853614958796,A143,A152,1.003611216520849,A173,0.9977962947656438,A192,A201,1
116,A11,44.990038159155866,A32,A43,7468.502707368669,A65,A74,4.00793656653499,F,divorced/separated/married/widowed,A101,2.993585810568388,A123,33.008443293622584,A143,A152,0.9834876109597723,A174,1.0091420937879028,A192,A201,0
117,A11,9.993978977599838,A34,A42,2395.4979206343182,A65,A72,2.001827968053532,F,divorced/separated/married/widowed,A102,3.0029195416423184,A121,29.998177290893004,A143,A151,2.0097702284561167,A173,0.9960087065709663,A191,A202,1
118,A11,34.5068886072949,A34,A42,5052.0009853485335,A63,A73,1.2520128505745074,F,divorced/separated/married/widowed,A101,3.9915772422532627,A123,23.990671458401373,A143,A152,2.006618260613499,A173,0.9937051019554899,A191,A201,0
119,A12,11.500727606761552,A34,A40,2131.756411171888,A63,A74,3.0016901327067336,M,divorced/separated/married/widowed,A101,2.989718276402529,A123,32.99753419852942,A143,A152,0.9960809175991417,A174,1.0017425122459862,A192,A201,1
120,A11,22.493903545722866,A32,A43,2067.7581255473256,A61,A73,3.4951836758566226,F,divorced/separated/married/widowed,A101,2.0021080296386184,A121,28.00295557314717,A143,A152,2.0070796294793887,A173,1.0028527708451667,A192,A201,0
121,A14,27.00540102780494,A34,A41,4384.744519459242,A61,A75,4.012229069075946,F,divorced/separated/married/widowed,A101,2.0066097578874897,A123,43.497826753340476,A143,A151,1.9930569150130726,A174,1.0076485127784829,A192,A201,1
122,A14,12.00956961915627,A32,A42,1578.00692784834,A61,A73,2.4936539244124147,M,single,A101,2.009744651349997,A121,23.015503345436173,A143,A151,0.9951582700174068,A172,0.9982071888370239,A191,A201,1
123,A13,9.497290490377853,A34,A40,732.4957465074376,A61,A75,3.9985144840562863,M,single,A101,4.001326432762399,A124,62.496730845499386,A143,A153,1.5132998985715238,A173,1.0061686252817421,A192,A201,1
124,A12,17.995818843410888,A32,A42,2153.99844119778,A65,A72,3.990574918264918,F,divorced/separated/married/widowed,A101,2.9949427297110573,A121,30.00865844041681,A143,A151,1.0174542390923125,A173,0.9924204070991017,A191,A201,0
125,A11,12.003635546430814,A34,A40,1857.0064988808467,A61,A73,4.027185393190318,M,single,A101,2.4999514597549553,A122,27.49523756079096,A143,A152,1.4977490263485902,A173,1.0107149243451177,A191,A201,1
126,A11,12.000070460575845,A32,A43,650.751619597912,A61,A73,3.499064800474738,M,divorced/separated/married/widowed,A101,2.0122947755029443,A121,37.50907793147513,A143,A152,1.0046933985807929,A172,0.9974316074863119,A191,A201,1
