,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Bayes Classification
43,GP,M,15.001143083338702,U,GT3,T,1.9930387090158992,2.003765262223167,services,services,course,father,1.005047158852293,1.4976727741425795,0.0007103641676342519,yes,yes,no,no,yes,yes,yes,no,4.997818761181007,3.7502941712273814,0.9836711025296346,1.0103522008182004,0.9715044669304675,1.0075968925474852,-0.017399386428508475,9.506317944105454,10.50713727711888,0,1
44,GP,F,16.00057708652979,U,LE3,T,2.004488522195083,1.9956313413594646,other,at_home,course,father,2.0098524702026364,1.9917256254964117,1.5148298033269085,yes,no,no,yes,yes,yes,yes,no,4.500520163575741,3.506649431074893,2.9998525857453733,2.5006580443519817,2.4915439632860434,4.99683778433576,14.509715610840273,9.99935907494132,10.501083862427695,0,0
45,GP,F,14.996232117253925,U,LE3,A,3.9944415905609953,3.0094035369339664,other,other,course,mother,1.0046813952245022,2.013946094815724,0.0071631143383027365,yes,yes,yes,yes,yes,yes,yes,yes,5.0040263222242505,2.4955260687278717,2.502229661498891,0.9880241188132419,1.000277682019593,5.006929311007483,4.004682951894679,9.999810974783188,10.496215287888816,0,1
46,GP,F,15.988142071449413,U,LE3,A,3.746930300868672,3.0101953900443448,other,services,home,mother,0.9951814836115471,2.0002352654161384,-0.018332336667422566,no,yes,no,no,yes,yes,yes,no,2.4928037377488526,3.5000421868587273,5.0062602191576815,1.0054603789544942,4.494930331766516,3.002540628875545,6.506826247069271,12.488890040542522,11.503768009975778,1,1
47,GP,M,16.006310860526476,U,GT3,T,4.002431944084205,2.998347356923131,health,services,reputation,mother,0.9996998420010468,4.0096440321904385,0.0144460888182366,no,no,no,yes,yes,yes,yes,no,4.01062149553451,1.993288075024331,1.9996998717130827,1.0006261739192093,0.9989948216814861,1.5037180782777697,1.9825705529944107,17.503321888348452,17.508264472407014,1,1
48,GP,M,14.995428664222313,U,GT3,T,3.9952567149084346,1.5039187408616606,teacher,other,home,mother,0.9963540288637325,2.0110021399008486,-0.018332336667422566,no,yes,no,no,yes,yes,no,no,3.994824994972702,2.992631404657037,2.9929128235744553,1.4969691356643928,1.5049009938299682,4.997610936503909,3.997494915863059,11.503734877560968,12.503202248353404,1,1
49,GP,F,14.993642210406852,U,GT3,T,4.003620402767831,4.010213370678883,services,teacher,other,father,0.9947240972559159,2.014382820470069,-0.002423876133917314,yes,yes,no,yes,no,yes,yes,no,3.9938094549186585,4.50565112123347,3.985032819173075,1.006688976105543,1.5161716067337505,3.5059826669247722,2.0028564013879455,12.510505537890587,11.51224151352585,1,1
50,GP,F,16.00010390179388,U,LE3,T,2.492125523990415,2.499469838065184,services,services,course,mother,3.0010528291971434,1.9967076521474807,-0.004850443217299941,no,yes,no,no,yes,yes,yes,no,4.008428837424383,2.997166542590678,3.007407032151034,2.4985035406265355,3.5084139055921266,4.494695446097353,0.017965762031308133,13.487833047026264,13.003821855050127,1,1
51,GP,F,14.999201112433742,U,LE3,T,4.009296100821784,2.4956179933629588,health,other,other,mother,0.9973811807973951,1.4979378161755132,0.005356275082126922,no,yes,no,no,yes,yes,yes,no,3.9956615018531823,3.4985087811285167,2.9976705831592283,1.0014072040868114,1.5015172094460247,5.004246661583706,0.009975678897919404,15.498306564704812,13.504833709958351,1,1
52,GP,M,14.992881326568943,U,LE3,A,3.9917305987197036,1.9980552035287387,health,health,other,father,2.013048602965203,1.4981792392485496,-0.013547905123402777,no,no,no,no,yes,yes,no,no,5.002299908837772,5.003276219317987,4.502088524810567,2.5012870484355076,3.0118151240763336,5.006929311007483,3.4977858701956017,10.494881890250541,9.007698452112509,0,0
53,GP,F,15.007801837939637,U,GT3,T,3.9952567149084346,4.0080636291455,services,services,course,mother,0.9966246509040524,0.9892091583863074,-0.004984089818198786,yes,yes,no,no,yes,yes,yes,no,3.494877097376997,2.9970468611538816,4.006399176682406,2.504215028148562,3.5013830224158964,4.997610936503909,-0.005073700926941843,12.513343808592403,11.500010948216664,1,1
54,GP,F,14.994113479486863,U,LE3,A,3.4987196173788835,3.500666405007593,other,other,other,mother,0.9992669875957448,0.9896224282358885,0.0031515363393220886,no,no,no,no,yes,yes,yes,no,4.99105772580173,3.0007732798155233,3.9888667266088245,4.507970168597906,4.503296386107715,1.4975920097782718,0.002210787301177447,12.512544500900567,11.497220924742614,1,1
55,GP,F,15.500119609316123,U,GT3,A,2.50672035736798,1.495195372312802,other,other,other,mother,1.0018796351945765,2.0000760291725785,0.0006487056075898637,no,no,no,yes,yes,yes,yes,yes,4.999123877616354,3.003747129623934,3.9947289267228405,1.5153526382224867,0.9792611676983816,2.4924022332697975,1.999624905889339,11.491028462955557,12.502550653289667,1,1
56,GP,F,14.99134488324317,U,GT3,A,4.009802770857371,2.9896939440860466,services,services,reputation,mother,1.008983073050913,1.5029884705540906,0.003988555696258335,no,yes,no,yes,yes,yes,yes,no,3.990798601831539,2.9946434103850015,2.0070024578236474,0.9994334659973017,1.5091375741206265,1.0081373286687834,0.004149228193725082,15.003942552142966,13.99532936176486,1,1
57,GP,M,14.983572351103241,U,GT3,T,3.996655351431912,3.502033847214971,teacher,health,reputation,mother,1.013935733718248,2.0005103437885077,0.000988209521490014,no,yes,no,yes,yes,yes,no,no,2.4862815860852265,1.9846047215515512,1.504031331255451,0.9965959980708541,1.0067399613436256,5.001231538058477,8.005398587055787,15.498306564704812,15.494636267880317,1,1
58,GP,M,15.013117994342565,U,LE3,T,1.0015086549917864,2.004988879218641,other,at_home,home,father,1.0015172245921051,1.9938611694108754,0.00953997484065516,yes,yes,no,yes,yes,yes,yes,no,3.9945411877351,3.011929344313533,1.4996372105557694,0.9967089532621602,1.0053448238245886,4.485370746416953,-0.025237917120365078,14.007873609004143,13.49079433962331,1,1
59,GP,F,15.992699980302199,U,GT3,T,3.9917305987197036,1.9986597260574874,services,other,course,mother,0.9896665336649859,1.4984094933039955,-0.006197415495176397,no,yes,yes,no,yes,yes,yes,no,4.0095167108286205,2.4966461215626574,2.9938910671085237,1.493448354382589,0.9715044669304675,5.009892957549664,2.5004716756080834,15.495538081992162,15.005062598044525,1,1
60,GP,F,15.982887899713656,R,GT3,T,4.0049414756378185,4.012602028249159,health,teacher,other,mother,0.979642782820534,1.4995495105700622,-0.002363347130858218,no,yes,no,yes,yes,yes,no,no,2.4928037377488526,4.500587721499023,4.495025129780236,2.9966376092092424,3.495997521845519,3.9985135130713765,-0.008750006015409508,17.00576260012189,16.002180247570248,1,1
61,GP,F,15.99681469492949,U,GT3,T,1.4994841504333443,0.9870932797587745,services,services,course,father,3.752044687557235,1.0058384504568114,-0.007122158719928023,yes,yes,no,yes,no,yes,yes,yes,4.998092015584765,4.993562046063041,4.988627906089373,5.007753090090252,5.01065572701668,4.992178498139944,0.014680866757464904,9.99935907494132,9.511704607737126,1,0
62,GP,F,16.002214538673247,U,LE3,T,1.00394563916461,1.9990183838534392,other,services,reputation,father,0.994523981935757,1.4957635331302828,0.0044956318427746295,yes,no,no,yes,yes,yes,yes,no,4.004363129567633,4.012756886843588,2.992695184783656,1.0110027256126544,0.9968004887364568,1.5037180782777697,-0.0024831302855429327,12.500992916828853,13.001194212688457,0,1
63,GP,F,16.006310860526476,U,GT3,T,4.003972051195043,3.50170524783432,teacher,health,home,mother,1.0059178483048496,3.0106302415577466,0.000494468719333229,yes,yes,no,yes,yes,yes,yes,no,3.4887893961058056,4.495775296598449,4.500637513519013,2.493697517584121,4.501715608799229,4.007206534800311,0.014949584997598124,14.002410096799423,12.997236911343917,1,1
64,GP,F,14.983572351103241,U,LE3,T,4.005393988360996,2.9987593652172904,services,services,reputation,father,1.000394494338797,1.4968649776519967,0.0030708272965401275,yes,no,no,yes,yes,yes,yes,yes,4.503500457538266,4.500587721499023,3.9916325786416937,2.509646653716687,4.4986143746775324,2.4981469347261016,-0.008514499164805787,12.508267201061885,11.510561231336556,1,1
65,GP,F,15.999931389988884,U,LE3,T,3.9989990316937236,2.9880651326755894,teacher,services,course,mother,3.009576471865012,2.0007076716034664,-0.014551624296887215,no,yes,no,yes,yes,yes,yes,no,5.000539345489921,3.9969447735574377,2.9900714880354347,1.5078878283348556,2.4971172297469177,1.5064517561661754,1.9808909071230594,15.997822717142848,14.496109605905762,1,1
66,GP,M,15.4957345682802,U,GT3,A,4.007086162387074,3.494581589493009,other,services,reputation,mother,0.9823687295538102,4.010554215991607,0.004895636307079355,no,yes,no,yes,no,yes,yes,yes,0.9962701687228348,2.9867869173139328,2.502229661498891,4.4934737648260725,4.502701199868108,2.99372270923633,0.00985038372764829,11.006947143430125,12.505423148617776,1,1
67,GP,F,16.00966746852015,U,GT3,T,3.002819223566056,1.0063267619294103,services,other,course,mother,1.0010892676559453,4.018460485621866,0.00553370924019752,yes,yes,no,no,yes,yes,yes,no,4.001182462637478,2.999879686134893,2.992213812221156,1.517629469472459,2.498000528989687,4.987311528648982,0.007218249409433232,10.006237696335859,9.007698452112509,0,1
68,GP,F,14.99264105226057,R,LE3,T,2.0062140799825485,2.000512213848439,health,services,reputation,mother,2.0044080207882455,1.502207825742036,-0.006197415495176397,yes,yes,no,no,yes,yes,yes,no,4.007193874140398,0.9845115238001931,2.991563962307958,0.9840217209796306,3.5003591653136046,4.49814720094551,0.0014115034343864707,10.511993162061183,9.501634422446402,0,0
69,GP,F,14.999201112433742,R,LE3,T,2.9991736370889885,0.9857227430018898,other,other,reputation,father,2.0045075221318847,4.010554215991607,0.000988209521490014,no,yes,no,no,no,yes,yes,no,4.016198334365873,4.00973043579015,1.9854228046973057,2.4858972401994572,3.9993799648262285,3.4938762002042374,6.002474692223478,14.503734888529946,14.51456504083733,1,1
70,GP,M,15.982887899713656,U,GT3,T,3.0038191072959393,1.0022806901210406,other,other,reputation,father,1.9928988893389836,3.9943461623333905,-0.008108196261496574,no,yes,no,no,yes,yes,yes,no,3.5007815272769793,2.9960686982325457,1.9946801411510746,0.9859289296720095,0.9945282044456213,5.01209563893659,1.9965150517161645,13.493158736524697,11.509829565976165,0,1
71,GP,M,15.489761504756308,U,GT3,T,3.9998667843958975,2.0166393639454747,other,other,course,mother,0.9865783130920145,4.00409623958638,-0.004984089818198786,no,no,no,no,yes,yes,yes,no,2.5018143457283566,3.000032376841736,3.0119735266842405,0.9875145966815917,0.9792611676983816,3.006383458034235,-0.003316904164722359,11.001672132698955,9.501634422446402,0,1
72,GP,F,15.004545505412992,R,GT3,T,1.0050169341498032,1.000119647117514,other,other,reputation,mother,1.0172442219122413,1.4961958007458174,0.5118750319976768,yes,yes,no,no,no,yes,yes,yes,2.99262381544826,3.008086740219139,3.9950051511212483,3.5030725658043833,4.494930331766516,4.994480957089044,2.009059489185431,12.49171133187232,10.491984289279523,0,0
73,GP,M,16.50479587647049,U,GT3,T,2.5018508144819553,0.9941731746451405,other,other,reputation,mother,0.9890380588567298,1.5001839585433532,-0.008054267824369885,no,no,no,yes,yes,yes,no,no,4.50005195673711,2.4991876625782243,1.992393821407679,1.4985452398939088,1.4993836334205402,4.999360802595876,0.007443224599822133,13.486717135428234,12.998797227047888,1,1
74,GP,F,15.489761504756308,U,GT3,T,3.0054366095860265,3.001216074367694,other,services,home,mother,0.9928146942911205,1.9942077412816412,0.0022283082456227158,yes,yes,no,yes,yes,yes,yes,no,3.9958128892649993,3.0040919557898262,3.0063112182229426,2.4970215127013784,4.496849955982456,4.997337437188966,4.014501953191745,10.5035189847343,11.00349461983457,0,1
75,GP,M,14.994113479486863,U,GT3,T,3.9981300084091935,3.0126450650160734,teacher,other,home,mother,0.9945823494147614,2.5001210518313837,0.002127080659937642,no,yes,no,yes,yes,yes,yes,no,4.010270030707711,3.013011107311706,3.0104879675144365,1.4944666317441024,2.496718277329975,5.004647963415286,-0.0012321495236877378,10.999765432275678,11.500935835084547,0,1
76,GP,M,15.497008394780527,U,GT3,T,4.0049414756378185,0.4847849280215409,teacher,other,course,mother,1.995955784462633,4.018460485621866,-0.02086425512335374,no,no,no,yes,yes,yes,yes,no,2.9854061730800128,3.501379456669066,2.9980809120393452,1.0101995170480085,1.0025861311730477,0.9915552537366791,-0.002130272162581255,12.510505537890587,10.991146224212427,0,1
