trial__id,race,struck_state,defendant_race,same_race,struck_by
79,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
79,Black,Not struck by State,Black,same race,Juror chosen as alternate
79,White,Not struck by State,Black,different race,Juror chosen to serve on jury
45,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
45,White,Not struck by State,Black,different race,Juror chosen to serve on jury
107,White,Not struck by State,Black,different race,Struck by the defense
107,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
76,Black,Not struck by State,Black,same race,Struck by the defense
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
76,Black,Struck by State,Black,same race,Struck by the state
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
76,White,Not struck by State,Black,different race,Struck by the defense
76,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
76,White,Not struck by State,Black,different race,Struck by the defense
76,Black,Struck by State,Black,same race,Struck by the state
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
76,White,Not struck by State,Black,different race,Struck by the defense
76,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
76,Black,Struck by State,Black,same race,Struck by the state
76,Black,Struck by State,Black,same race,Struck by the state
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
76,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
76,White,Not struck by State,Black,different race,Struck by the defense
76,White,Not struck by State,Black,different race,Struck by the defense
76,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,White,Not struck by State,Black,different race,Struck by the defense
75,Black,Not struck by State,Black,same race,Struck by the defense
75,Black,Not struck by State,Black,same race,Struck by the defense
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,White,Not struck by State,Black,different race,Struck by the defense
102,White,Not struck by State,Black,different race,Struck by the defense
102,White,Not struck by State,Black,different race,Juror chosen as alternate
102,White,Not struck by State,Black,different race,Juror chosen as alternate
75,Black,Not struck by State,Black,same race,Struck by the defense
75,White,Not struck by State,Black,different race,Struck by the defense
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,White,Not struck by State,Black,different race,Struck by the defense
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,White,Not struck by State,Black,different race,Struck by the defense
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,Black,Struck by State,Black,same race,Struck by the state
75,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
75,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
75,White,Not struck by State,Black,different race,Struck by the defense
75,White,Not struck by State,Black,different race,Struck by the defense
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,Black,Struck by State,Black,same race,Struck by the state
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
75,Black,Struck by State,Black,same race,Struck by the state
75,Black,Struck by State,Black,same race,Struck by the state
75,Black,Struck by State,Black,same race,Struck by the state
75,Black,Not struck by State,Black,same race,Struck by the defense
75,Black,Struck by State,Black,same race,Struck by the state
75,Black,Struck by State,Black,same race,Struck by the state
75,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
75,Black,Not struck by State,Black,same race,Juror chosen as alternate
75,Black,Not struck by State,Black,same race,Juror chosen as alternate
75,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
58,Black,Struck by State,Black,same race,Struck by the state
58,White,Struck by State,Black,different race,Struck by the state
107,Black,Struck by State,Black,same race,Struck by the state
107,Black,Struck by State,Black,same race,Struck by the state
107,White,Not struck by State,Black,different race,Juror chosen to serve on jury
107,White,Not struck by State,Black,different race,Juror chosen to serve on jury
107,White,Not struck by State,Black,different race,Struck by the defense
107,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
107,Black,Struck by State,Black,same race,Struck by the state
107,White,Not struck by State,Black,different race,Juror chosen to serve on jury
107,White,Not struck by State,Black,different race,Juror chosen to serve on jury
107,White,Not struck by State,Black,different race,Juror chosen to serve on jury
107,White,Not struck by State,Black,different race,Juror chosen to serve on jury
107,Black,Struck by State,Black,same race,Struck by the state
5,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Juror chosen as alternate
120,Black,Struck by State,Black,same race,Struck by the state
120,Black,Not struck by State,Black,same race,Juror chosen as alternate
120,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,White,Struck by State,Black,different race,Struck by the state
120,Black,Struck by State,Black,same race,Struck by the state
120,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
120,White,Not struck by State,Black,different race,Struck by the defense
6,White,Struck by State,White,same race,Struck by the state
116,White,Not struck by State,Black,different race,Struck by the defense
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
116,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,Black,Not struck by State,Black,same race,Juror chosen as alternate
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,White,Not struck by State,Black,different race,Struck by the defense
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,Black,Struck by State,Black,same race,Struck by the state
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,White,Not struck by State,Black,different race,Juror chosen to serve on jury
116,Black,Struck by State,Black,same race,Struck by the state
116,White,Struck by State,Black,different race,Struck by the state
120,White,Struck by State,Black,different race,Struck by the state
120,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
120,White,Struck by State,Black,different race,Struck by the state
120,Black,Struck by State,Black,same race,Struck by the state
120,Black,Struck by State,Black,same race,Struck by the state
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Struck by the defense
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
